week_in_year,BI_conghua,BI_huadu,BI_zengcheng,BI_baiyun,BI_tianhe,BI_yuexiu,BI_haizhu,BI_panyu,BI_nansha,BI_huangpu,n_sr,n_sp,cost
42,0.0,1.1334265166384894,0.0,1.3583751343555848,1.7220065347033195,2.099815883728609,2.082440972147916,2.6141995222471563,0.0,0.0,0,0,0.0
43,0.7060059261757881,2.135140985984245,0.21238967022172564,0.008624978127244163,0.15509280712590812,0.5249212101806261,3.570612981860577,2.853683394000343,0.0,2.2522989811217324,0,0,0.0
44,1.618684681822905,2.0433623552933584,1.594462600336786,4.15938570712608,3.1652132438367997,2.0795903726219573,1.5688501202476273,4.422258281074132,3.856029989530657,2.5272591914641183,0,0,0.0
45,2.2328683000147693,0.0,3.8227200513960975,3.730656925841648,4.184264250319096,1.9965518361464472,6.527339268592703,4.064602975160498,1.3977626123830216,4.692805836594897,0,0,0.0
46,0.0,0.40472348453788454,0.5857525098266253,2.8209778844665183,0.594868787382157,0.5798517311177823,2.4859367372151624,0.0,0.8491921925947221,0.7803280840386986,0,0,0.0
47,2.757024632994543,5.347396114659785,3.7789431951402297,4.127616950276336,7.016338861223617,4.138037485111845,4.385040844879222,2.422325222103894,4.227003137538018,4.8517996329036155,0,0,0.0
48,0.8808844992976562,2.686697482422444,0.5808082356971491,0.0,0.0,0.42011934662127065,0.0,0.0,1.8450287084713224,2.1686326676784264,1,0,1.0
49,0.13928818578076457,0.0,1.0645441099482407,0.0,1.6299037621241534,0.0,1.6930384614951468,2.443151227735026,0.8566515924268241,0.0,0,0,0.0
50,0.0,0.0,0.829881078668553,0.0,0.0,0.37391402188558476,0.3014959054845965,0.7212931258892621,0.201119169797123,1.0551150418217812,0,0,0.0
51,0.0,0.0,0.0,0.0,3.9116984496604004,1.3109784534828852,0.28057699060911817,0.6059437082589574,0.0,0.0,0,0,0.0
