C_max,seed,arm,mean_bi,peak_bi,weeks_bi_ge10_pct,weeks_bi_ge5_pct,total_cost,mean_weekly_cost,n_sr,n_sp,episode_return,n_infeasible_weeks,budget_utilisation,rep,eval_seed,model
2,1,a2c,2.3599252090259113,8.659326909104713,0.0,7.199999999999999,49.0,0.98,49,0,-0.6838511691618928,0,0.49,5,10005,a2c_c2_s1
2,1,a2c,2.296768228751512,7.045728987014728,0.0,5.800000000000001,47.0,0.94,47,0,-0.5927196827071876,0,0.47,6,10006,a2c_c2_s1
2,1,a2c,2.277215704165702,7.961415326788128,0.0,6.800000000000001,52.0,1.04,52,0,-0.6901400707514774,0,0.52,7,10007,a2c_c2_s1
2,1,a2c,2.288536252991361,7.363361478177297,0.0,6.0,52.0,1.04,52,0,-0.6574107744704414,0,0.52,8,10008,a2c_c2_s1
2,1,a2c,2.264376148786589,7.320957787184611,0.0,5.4,52.0,1.04,52,0,-0.6056484713702059,0,0.52,9,10009,a2c_c2_s1
2,2,a2c,2.257575117849677,7.553107954943191,0.0,6.6000000000000005,49.0,0.98,49,0,-0.6228000767279427,0,0.49,0,10000,a2c_c2_s2
2,2,a2c,2.29282383561181,8.753145420817233,0.0,8.4,50.0,1.0,50,0,-0.8062191380361219,0,0.5,1,10001,a2c_c2_s2
2,2,a2c,2.3027096045769824,8.072958024948258,0.0,8.0,48.0,0.96,48,0,-0.6458885481001111,0,0.48,2,10002,a2c_c2_s2
2,2,a2c,2.2015838501070113,7.700230040790918,0.0,6.800000000000001,50.0,1.0,50,0,-0.6528228488010048,0,0.5,3,10003,a2c_c2_s2
2,2,a2c,2.345229718920853,8.405557361446887,0.0,8.0,50.0,1.0,50,0,-0.7590316546110467,0,0.5,4,10004,a2c_c2_s2
2,2,a2c,2.292916153122624,8.659326909104713,0.0,7.3999999999999995,50.0,1.0,50,0,-0.6903700132750101,0,0.5,5,10005,a2c_c2_s2
2,2,a2c,2.2356003813519534,7.972296644839923,0.0,6.2,51.0,1.02,51,0,-0.6704404811734268,0,0.51,6,10006,a2c_c2_s2
2,2,a2c,2.332427205811291,7.704103637026934,0.0,7.199999999999999,48.0,0.96,48,0,-0.6710565538518258,0,0.48,7,10007,a2c_c2_s2
2,2,a2c,2.3268085132410574,8.261627920289122,0.0,7.3999999999999995,49.0,0.98,49,0,-0.6985919978584405,0,0.49,8,10008,a2c_c2_s2
2,2,a2c,2.2443749388485585,6.869849990910465,0.0,6.800000000000001,51.0,1.02,51,0,-0.6276365978317958,0,0.51,9,10009,a2c_c2_s2
2,0,dqn,2.663129566947331,10.27572678461861,0.2,19.8,75.0,1.5,75,0,-3.2334601458332592,0,0.75,0,10000,dqn_c2_s0
2,0,dqn,2.6874732637663703,11.558827154133272,0.2,20.200000000000003,76.0,1.52,76,0,-3.3614096944115626,0,0.76,1,10001,dqn_c2_s0
2,0,dqn,2.7177077927181132,11.491755195655884,1.2,21.4,75.0,1.5,75,0,-3.5517803634277865,0,0.75,2,10002,dqn_c2_s0
2,0,dqn,2.63593991592131,10.9036143660074,1.2,19.6,74.0,1.48,74,0,-3.1531368649928995,0,0.74,3,10003,dqn_c2_s0
2,0,dqn,2.7347238071682423,11.107450934889382,0.8,20.8,75.0,1.5,75,0,-2.9959411029630107,0,0.75,4,10004,dqn_c2_s0
2,0,dqn,2.709916647354658,11.686173882961683,0.4,19.0,74.0,1.48,74,0,-3.1766716679970917,0,0.74,5,10005,dqn_c2_s0
2,0,dqn,2.646006021313193,10.118507972322792,0.2,20.599999999999998,75.0,1.5,75,0,-3.137439187243077,0,0.75,6,10006,dqn_c2_s0
2,0,dqn,2.7235371483058923,10.341422611137439,0.6,21.4,75.0,1.5,75,0,-3.4387769999883693,0,0.75,7,10007,dqn_c2_s0
2,0,dqn,2.6683711105280596,11.941921622593817,0.8,17.0,74.0,1.48,74,0,-3.262555323092646,0,0.74,8,10008,dqn_c2_s0
